Коэффициенты текущей динамики																												
Date	CoefDyn Open Interest Total	CoefDyn Reportable Positions Net	CoefDyn Reportable Positions Long	CoefDyn Reportable Positions Short	CoefDyn Prod_Merc_Positions Total	CoefDyn Prod_Merc_Positions Net	CoefDyn Prod_Merc_Positions Long	CoefDyn Prod_Merc_Positions Short	CoefDyn Swap_Positions Total	CoefDyn Swap_Positions Net	CoefDyn Swap_Positions Long	CoefDyn Swap_Positions Short	CoefDyn Swap_Positions Spread	CoefDyn M_Money_Positions Total	CoefDyn M_Money_Positions Net	CoefDyn M_Money_Positions Long	CoefDyn M_Money_Positions Short	CoefDyn M_Money_Positions Spread	CoefDyn Other_Rept_Positions Total	CoefDyn Other_Rept_Positions Net	CoefDyn Other_Rept_Positions Long	CoefDyn Other_Rept_Positions Short	CoefDyn Other_Rept_Positions Spread	CoefDyn NonRept_Positions Total	CoefDyn NonRept_Positions Net	CoefDyn NonRept_Positions Long	CoefDyn NonRept_Positions Short	Net
06.05.2014	0,0154622	-0,3572612	0,0018355	0,0142470	0,0009845	0,0453886	-0,0707097	0,0179368	-0,0137792	0,0061364	-0,0066736	-0,0727174	0,0173945	0,0149028	0,0734347	0,0003147	-0,0657137	0,1774899	0,0184491	0,2647893	0,0502948	0,1110101	-0,1910822	0,0809943	-0,3572612	0,1570707	0,0245233	-24
13.05.2014	0,0192455	0,5114548	0,0280778	0,0174904	-0,0482896	-0,0382567	-0,0665123	-0,0443560	0,0040614	-0,0280831	-0,0088530	0,0987222	-0,0137020	0,0200211	0,0339564	0,0289802	0,0238174	-0,0062263	0,1667400	0,0112074	0,1620604	0,1134492	0,3075537	-0,0099481	0,5114548	-0,0602253	0,0322006	-24
20.05.2014	0,0216407	0,1916446	0,0278930	0,0225652	-0,0276762	-0,1253024	0,1550094	-0,0661967	-0,0011841	0,0347522	0,0003771	-0,1697267	0,3304647	0,0077728	-0,3663223	-0,0954184	0,1884289	0,0453679	0,0680604	-0,3052313	0,0350942	-0,0645029	0,3991091	-0,0088143	0,1916446	-0,0399024	0,0149140	-23
27.05.2014	0,0133895	0,1985054	0,0187200	0,0119032	0,0666442	-0,0100172	0,1752838	0,0383104	0,0108366	0,0095694	0,0030754	-0,0369738	0,1452597	0,0440315	-0,1268895	0,0199717	0,1020204	0,0154692	-0,0658240	-0,5169627	0,0513290	-0,0721864	-0,1869892	-0,0038368	0,1985054	-0,0427850	0,0242851	-22
03.06.2014	0,0104879	0,0820509	0,0032100	-0,0003306	0,0331430	-0,1431394	0,2435717	-0,0289779	-0,0067691	-0,0332553	-0,0390470	-0,0764914	0,3327416	0,0011427	-0,6074477	-0,0533336	0,1919359	-0,1686185	0,0199188	-1,7067371	0,1811057	-0,0325112	-0,1267662	0,0901584	0,0820509	0,0921124	0,0888400	-14
10.06.2014	0,0393169	-0,1701710	0,0395726	0,0497680	-0,0206037	-0,1379273	0,0758948	-0,0570871	0,0376108	0,0119192	0,0310001	0,1601375	-0,0162853	0,0673306	-2,4238176	-0,1021768	0,2362651	0,1221730	0,0644522	3,7713396	0,1582828	-0,1403631	0,2497920	-0,0031904	-0,1701710	0,0366825	-0,0301757	-10
17.06.2014	0,0006928	-0,0045800	0,0047398	0,0050979	0,0171146	-0,0284610	0,0471505	0,0041573	0,0078132	0,0229156	0,0151039	-0,0310110	-0,0024617	-0,0005347	0,0420069	-0,0081990	0,0002302	0,0128776	-0,0307193	-0,2208801	-0,0940246	-0,0358255	0,0896312	-0,0352541	-0,0045800	-0,0411172	-0,0310125	-5
24.06.2014	-0,0628404	-0,2809647	-0,0753598	-0,0675355	-0,0354966	-0,0606799	-0,0200984	-0,0424238	-0,0182864	0,2368616	0,1209999	-0,6010241	-0,3865754	-0,0174772	1,3663497	-0,1240522	0,1366266	-0,1736243	-0,1963504	-0,4949300	-0,2468666	-0,1549024	-0,1659764	0,0141304	-0,2809647	0,0726844	-0,0277883	-3
01.07.2014	-0,0146747	0,0574879	-0,0067173	-0,0086013	-0,0933603	0,0083033	-0,1529479	-0,0659290	0,0093560	0,0090423	0,0083253	-0,0055258	0,0295685	0,0482271	0,0176427	0,0590424	0,0439673	0,0397323	-0,0014236	0,1353907	0,0339763	0,0115065	-0,0636219	-0,0717393	0,0574879	-0,0889273	-0,0581627	-1
08.07.2014	0,0380747	-0,1209252	0,0315148	0,0362863	0,0434141	-0,0664576	0,1200722	0,0114120	-0,0043899	0,0057334	0,0028450	-0,0537731	-0,0587086	0,0303123	0,0488314	0,0175494	0,0286530	0,0625503	0,0572475	-0,6234108	-0,0351010	0,1112121	0,1306295	0,0746208	-0,1209252	0,1048095	0,0515542	0
15.07.2014	0,0533818	-0,0055512	0,0545824	0,0561790	0,0742584	0,0447090	0,0914418	0,0663142	0,0377782	0,0522425	0,0452345	-0,1007767	0,0244915	-0,0013722	0,0294598	-0,0282207	-0,0073451	0,0715232	0,1529375	-0,7023671	0,1123009	0,1809648	0,1717867	0,0367784	-0,0055512	0,0419781	0,0326042	3
22.07.2014	0,0377225	0,0109412	0,0389017	0,0396008	-0,0365718	-0,0565458	-0,0254539	-0,0418328	-0,0009178	0,0186982	0,0086321	-0,2367811	-0,0040519	0,1043799	0,2268409	0,0669403	0,1269567	0,1067481	0,0488498	5,4393742	0,0962169	-0,0172815	0,0698888	0,0247660	0,0109412	0,0263867	0,0234531	6
29.07.2014	0,0400544	-0,0809498	0,0470199	0,0501310	0,0252854	-0,1983656	0,1458014	-0,0327187	0,0250861	0,0133422	0,0106320	-0,0775600	0,2415582	0,0581429	0,3521713	-0,0485419	0,1151904	0,0761355	0,0336546	0,9080786	0,0404473	-0,0803179	0,1492624	-0,0332331	-0,0809498	-0,0277232	-0,0377093	6
05.08.2014	0,0030966	0,0016823	0,0007385	0,0007184	0,0094071	0,1111272	-0,0289413	0,0312705	0,0107256	-0,0134009	-0,0001059	0,4751646	-0,0074547	-0,0086703	-0,0531104	0,0358096	-0,0082441	-0,0792033	0,0347966	0,3363752	0,0881164	0,0164246	-0,0090463	0,0252347	0,0016823	0,0278055	0,0231246	0
12.08.2014	-0,0346361	-0,0999280	-0,0417933	-0,0405552	0,0204524	0,1531118	-0,0367741	0,0511738	-0,0358182	0,0003987	-0,0115962	-0,2983773	-0,1744800	-0,0585814	-0,0942388	-0,0024450	-0,0458651	-0,1990934	-0,0396661	0,0737653	-0,0358142	-0,0774194	-0,0106907	0,0250865	-0,0999280	0,0383850	0,0141210	3
19.08.2014	-0,0083567	0,1943223	-0,0058218	-0,0098204	-0,0162632	0,0777135	-0,0647946	0,0076105	0,0062372	0,0089895	0,0050669	-0,1286499	0,0670866	-0,0415006	-0,1812802	0,0259198	-0,0671207	-0,0871139	0,0527340	-0,4428751	-0,0352408	0,1448925	0,0816321	-0,0130970	0,1943223	-0,0322224	0,0030505	0
26.08.2014	-0,0569217	0,4777369	-0,0629622	-0,0759920	-0,1070656	-0,0574785	-0,1365755	-0,0935921	-0,0151536	-0,0287117	-0,0227150	0,2140013	0,0065586	-0,0253066	-0,0699291	0,0182647	-0,0164913	-0,1677210	-0,1019319	0,0411468	-0,0460418	-0,0647905	-0,1945542	0,0501533	0,4777369	0,0014984	0,0897881	1
02.09.2014	-0,0376104	-0,1238484	-0,0325329	-0,0290136	-0,0898867	-0,0269083	-0,1307993	-0,0720929	-0,0135308	-0,0157321	-0,0157525	-0,0163979	0,0121009	0,0117065	0,1135553	-0,0212546	0,0289856	0,0279458	-0,0396083	0,4881438	0,0546910	-0,0490753	-0,1495657	-0,0893497	-0,1238484	-0,0835573	-0,0936859	0
09.09.2014	0,0271312	0,4101879	0,0417693	0,0289574	-0,0018662	-0,1331943	0,0936456	-0,0407783	-0,0012290	0,0106469	0,0077381	-0,0841901	-0,0705417	0,0384266	0,1322172	-0,0224508	0,0399274	0,2050178	0,0628112	0,1977212	0,0506175	-0,0044932	0,1590433	-0,0403791	0,4101879	-0,1127037	0,0143692	6
16.09.2014	0,0168566	0,0701669	0,0207007	0,0183431	-0,0062346	-0,0612652	0,0254865	-0,0209690	-0,0037903	0,0038103	0,0067146	0,1080097	-0,1631704	0,0219248	0,0395601	0,0148055	0,0256752	0,0229271	0,0837354	-0,0143051	0,0790462	0,1211232	0,0536643	-0,0066590	0,0701669	-0,0262583	0,0063188	6
23.09.2014	0,0441480	-0,0048546	0,0457620	0,0482971	0,0379949	-0,2045218	0,1659622	-0,0242664	0,0147767	0,0121760	0,0123317	0,0172508	0,0481258	0,0791917	0,1870170	0,0430930	0,1071449	0,0464082	0,0422143	-0,0115376	0,0527844	0,0782746	-0,0109503	0,0185975	-0,0048546	0,0251729	0,0143845	11
30.09.2014	0,0174992	-0,0243343	0,0191954	0,0212650	-0,0536368	0,1268031	-0,1185949	-0,0158703	0,0300398	0,0097949	0,0058335	-0,1187079	0,4214801	0,0171952	-0,0908954	0,0729605	-0,0052227	-0,0123210	0,0658556	-0,2342534	0,0149260	0,1054484	0,0998875	-0,0074407	-0,0243343	-0,0028429	-0,0104179	10
07.10.2014	-0,0102084	-0,2664118	-0,0143228	-0,0028723	0,0003802	0,1065684	-0,0484906	0,0258277	0,0038005	0,0221808	0,0130100	-0,3173488	-0,0013492	-0,0139177	-0,0033328	-0,0309235	-0,0188925	0,0503321	-0,0366890	-0,2489694	-0,0667476	-0,0208921	-0,0116700	-0,0242584	-0,2664118	0,0402268	-0,0663341	6
14.10.2014	-0,0008428	0,2325395	-0,0041410	-0,0120502	-0,0040614	0,0423380	-0,0288956	0,0079332	0,0091782	-0,0131474	-0,0140157	-0,0608501	0,2479536	-0,0446928	-0,1104400	-0,0027430	-0,0504494	-0,1172573	0,0323866	-0,0957365	0,0093971	0,0296908	0,0665939	0,0683089	0,2325395	0,0374665	0,0907300	6
21.10.2014	-0,0074264	-0,1410448	-0,0035437	0,0021888	0,1042454	0,1737463	0,0643180	0,1228252	0,0151146	0,0131965	0,0127364	-0,0133397	0,0372540	-0,0522286	-0,1398818	-0,0185815	-0,0689190	-0,0654977	-0,0071826	-0,4275833	-0,0250849	0,0431443	-0,0394029	-0,0671928	-0,1410448	-0,0507156	-0,0785861	6
28.10.2014	0,0241790	0,0637734	0,0275829	0,0262897	0,0717920	0,1672525	0,0113125	0,0984689	0,0278568	-0,0070101	0,0021287	0,5340415	0,1571709	-0,0085866	-0,1544019	0,0126303	-0,0514022	0,1227129	0,0202490	0,9812577	0,0857958	0,0025004	-0,0439140	-0,0023154	0,0637734	-0,0156575	0,0071891	5
04.11.2014	-0,0138631	0,0645069	-0,0139985	-0,0169061	0,0309566	0,1095120	-0,0264866	0,0542839	0,0076261	0,0103512	0,0088954	-0,0459553	0,0083829	-0,0286965	-0,2744628	0,0272299	-0,0758674	0,0099445	-0,0802242	-0,5446851	-0,1310113	-0,0549632	-0,0367048	0,0015302	0,0645069	-0,0122095	0,0110960	4
11.11.2014	-0,0112407	-0,1421310	-0,0246343	-0,0199222	-0,0236440	0,0347358	-0,0722979	-0,0053998	-0,0175133	0,0193658	0,0222884	0,1388981	-0,3020625	-0,0270568	-0,0265049	-0,0200134	-0,0217550	-0,0627535	0,0098932	-0,7017496	-0,0455091	0,0126150	0,0804175	0,0960899	-0,1421310	0,1520994	0,0579943	6
18.11.2014	-0,0081599	-0,1942149	-0,0029085	0,0038071	0,1009955	0,1417664	0,0630967	0,1142509	0,0078496	0,0011032	0,0094848	0,3088065	-0,0860912	-0,0810807	-0,5823060	0,0184532	-0,1419431	-0,1241885	0,0492205	-8,0485793	-0,0308538	0,1783075	-0,0046383	-0,0820207	-0,1942149	-0,0623789	-0,0965687	-1
25.11.2014	-0,0960563	0,3350750	-0,0948555	-0,1069704	-0,1002662	-0,0143017	-0,1860881	-0,0716272	-0,0649365	-0,0798295	-0,0747981	0,0626383	-0,0084138	-0,0238993	-0,0363794	-0,0304495	-0,0312202	0,0215562	-0,2593268	-1,4990897	-0,1434068	-0,3549657	-0,2623046	-0,0511344	0,3350750	-0,1092413	-0,0064681	-1
02.12.2014	0,0092465	-0,2438034	0,0022764	0,0126430	0,0962881	0,0735748	0,1237498	0,0882540	0,0017902	0,0011007	-0,0001605	-0,0299938	0,0336910	-0,0185010	-0,6712800	0,0330594	-0,0579946	-0,0363840	-0,0530457	-1,2928609	-0,1120031	0,0305795	-0,0738955	0,0261382	-0,2438034	0,0870105	-0,0158137	-18
09.12.2014	-0,0040361	-0,1262220	-0,0023063	0,0015919	0,0393869	0,1552684	-0,0944645	0,0798236	0,0028872	0,0156396	0,0121004	-0,0742968	-0,0559311	-0,0041999	-2,4170404	0,0787148	-0,0338732	-0,1644174	-0,0103399	-2,1681495	0,0378390	-0,0378533	-0,0354764	-0,0359863	-0,1262220	-0,0218306	-0,0467613	-18
16.12.2014	-0,0140431	0,0349896	-0,0148044	-0,0161709	0,0152734	0,1328299	-0,1579604	0,0591606	-0,0043662	0,0019313	0,0017032	-0,0044073	-0,0663200	-0,0356550	2,0901899	0,0278987	-0,1085558	-0,0164120	0,0166351	2,4851485	0,1618897	0,0651057	-0,2468407	-0,0010111	0,0349896	-0,0060559	0,0029294	-23
23.12.2014	0,0168965	-0,1720008	0,0227469	0,0283696	-0,0630060	-0,0406607	-0,1073061	-0,0540836	-0,0108856	-0,0569381	-0,0434326	0,3205965	0,2157400	0,0346366	0,4249303	0,0499310	-0,0360811	0,2107197	0,1582790	-1,6883741	0,0515650	0,2887399	0,1411190	-0,0602548	-0,1720008	-0,0439489	-0,0728770	-24
30.12.2014	-0,0076009	-0,0391655	-0,0069959	-0,0062481	-0,0097679	-0,0836154	0,1475665	-0,0396734	-0,0108933	-0,0205683	-0,0215652	-0,0407551	0,0937969	-0,0052214	-0,0329793	-0,0154174	-0,0094628	0,0431000	-0,0295145	2,3923810	-0,1371874	0,0469917	0,0196212	-0,0171173	-0,0391655	-0,0143310	-0,0193415	-20
06.01.2015	0,0104711	-0,1214866	0,0042781	0,0071048	-0,0485402	-0,0587511	-0,0311680	-0,0524860	-0,0017083	-0,0092461	-0,0067947	0,0413831	0,0214212	0,0182830	-0,2748555	-0,0466891	0,0288373	0,2129740	0,0097275	-0,0094516	-0,0096504	-0,0096035	0,0835641	0,0577982	-0,1214866	0,0798845	0,0400779	-16
13.01.2015	-0,0183227	0,5956027	-0,0176197	-0,0296426	-0,0492046	-0,0929968	0,0231791	-0,0660154	-0,0353452	-0,0510919	-0,0528557	-0,0858354	0,1151442	-0,0707239	-0,3916757	-0,1090132	-0,0430665	-0,0281702	0,0509285	-0,5984884	0,0884292	-0,0736497	0,2405694	0,0309388	0,5956027	-0,0256512	0,0780799	-2
20.01.2015	0,0367440	0,1045329	0,0423832	0,0403795	0,0024053	-0,0654561	0,1018366	-0,0228926	-0,0003454	-0,0014135	-0,0041748	-0,0577666	0,0419530	0,0396085	-1,1415200	-0,0877045	0,0685898	0,2906410	0,0643274	-1,6776471	0,1570483	-0,0305845	0,0815602	-0,0046087	0,1045329	-0,0225210	0,0088770	-1
27.01.2015	0,0124091	0,0532565	0,0143591	0,0130277	-0,0173689	-0,0330106	0,0020698	-0,0229459	-0,0026854	-0,0090513	-0,0059699	0,0574123	0,0003471	0,0082152	7,4781746	-0,0619882	0,0861155	-0,0078780	0,0586572	3,4239583	0,1374230	-0,0975277	0,1536440	0,0003634	0,0532565	-0,0094457	0,0075186	2
03.02.2015	0,1040177	-0,0195230	0,1098501	0,1144541	0,0968386	-0,2071444	0,4613880	-0,0104296	0,0464276	0,0101500	0,0070482	-0,0527438	0,3141337	0,1067582	1,2360559	0,0126575	0,2002344	0,0799629	0,1449079	-0,2702300	0,0439529	0,1540556	0,2765552	0,0277568	-0,0195230	0,0370800	0,0210706	3
10.02.2015	-0,0081179	-0,1361326	-0,0140522	-0,0102301	-0,0818267	0,1005373	-0,2004787	-0,0302673	0,0081708	0,0306519	0,0226109	-0,1426817	-0,0263158	-0,0255049	-0,0916829	-0,0467468	-0,0595827	0,0807499	0,0310243	-0,0428049	0,0193343	0,0331045	0,0424407	0,0331994	-0,1361326	0,0647676	0,0102048	1
17.02.2015	-0,0318766	-0,3217282	-0,0404000	-0,0327124	-0,0286805	0,0652577	-0,1128108	0,0014610	0,0054777	0,0256725	0,0286394	0,1019580	-0,1255085	-0,0092453	-0,0425181	0,0608637	0,0323411	-0,1826139	-0,0434886	-0,2405618	-0,0398492	0,0013611	-0,0891489	0,0142417	-0,3217282	0,0650582	-0,0247727	0
24.02.2015	-0,0215376	0,3065548	-0,0220168	-0,0283126	-0,0409466	-0,1409389	0,0665799	-0,0750744	-0,0457501	-0,0391416	-0,0241315	0,3211268	-0,2570159	0,0280754	0,2942356	-0,0132842	0,0654068	0,0125335	-0,0182378	0,3309661	0,0478820	0,0038013	-0,1186142	0,0117681	0,3065548	-0,0166269	0,0355765	3
03.03.2015	0,0070020	-0,1188377	0,0073611	0,0106126	-0,1005533	-0,0775658	-0,1204633	-0,0932662	0,0163960	-0,0063433	-0,0017485	0,0751189	0,1279215	-0,0100172	0,7931131	-0,2200786	0,0948715	0,0894604	0,1029006	2,1954202	0,2968592	-0,0951321	0,0611326	-0,0105199	-0,1188377	0,0033426	-0,0215574	3
10.03.2015	0,0491651	0,3034457	0,0580460	0,0525333	0,1012800	-0,1386659	0,3192387	0,0239000	0,0030610	0,0122643	0,0113432	-0,0028986	-0,0496454	0,0284325	0,1927471	-0,0607489	0,0683034	0,0382333	0,1108963	0,1207124	0,1241125	0,1265916	0,0727291	-0,0068258	0,3034457	-0,0416991	0,0216470	3
17.03.2015	0,0055414	-0,3537995	0,0042495	0,0142103	0,0005188	0,0560161	-0,0323952	0,0155745	-0,0135494	-0,0496715	-0,0311372	0,2597919	-0,0049319	0,0292085	-0,0047823	0,0427116	0,0157164	0,0489800	-0,0060941	0,1281040	0,0134668	-0,0696805	0,0249327	-0,0294509	-0,3537995	0,0201344	-0,0674255	3
24.03.2015	0,0026828	-0,2677419	0,0016855	0,0064611	0,0190247	-0,0582549	0,0690451	-0,0027751	0,0055220	0,0237338	0,0130802	-0,1130678	0,0170862	-0,0032774	-0,0373504	-0,0206091	-0,0299327	0,0824876	-0,0582182	-0,2780178	-0,1614241	-0,0588790	0,1254911	-0,0110815	-0,2677419	0,0137733	-0,0319035	1
31.03.2015	0,0089498	-0,0010012	0,0079236	0,0080387	0,0241746	-0,1562568	0,1270546	-0,0238917	0,0114526	0,0031660	0,0024926	-0,0067096	0,0814953	-0,0028160	0,0996082	-0,0279200	0,0425601	-0,0792522	-0,0010111	-0,0884942	-0,0561049	-0,0342513	0,0980436	0,0188375	-0,0010012	0,0202252	0,0176202	3
07.04.2015	0,0362969	-0,7261976	0,0339318	0,0436466	0,0797682	0,1945990	0,0307517	0,1062105	0,0054828	-0,0016679	-0,0035295	-0,0292253	0,0777850	0,0306425	-0,0279115	0,0246463	-0,0059899	0,1298321	0,0080843	0,1478864	0,0265641	-0,0506963	0,0278902	0,0114482	-0,7261976	0,0619714	-0,0329880	1
14.04.2015	0,0502320	1,7576867	0,0469681	0,0412321	0,0051812	-0,2413874	0,1271616	-0,0561333	-0,0044243	0,0456178	0,0321860	-0,1584777	-0,1602398	0,0842857	0,1739900	-0,0085557	0,0955043	0,1482821	0,0509607	-0,1177606	0,0138020	0,1151095	0,0520013	0,1137576	1,7576867	0,0847274	0,1417976	3
21.04.2015	-0,0297391	0,7090523	-0,0298341	-0,0363957	-0,0526328	-0,0497203	-0,0536026	-0,0520507	-0,0134990	0,0160159	0,0090903	-0,1130611	-0,1382811	-0,0107297	0,1550145	-0,0701525	0,0673996	-0,1277552	0,0118158	0,4858594	0,1578980	-0,0419046	-0,1114245	0,0029313	0,7090523	-0,0287696	0,0320203	3
28.04.2015	-0,0293917	0,0509475	-0,0294679	-0,0307344	-0,1123941	-0,3390773	-0,0366091	-0,1578113	-0,0221158	-0,0293893	-0,0184655	0,2022451	-0,1426834	0,0300679	0,1210081	0,0175435	0,0859370	-0,1043321	-0,0113732	0,0418461	0,0108801	-0,0183770	-0,0379518	-0,0227903	0,0509475	-0,0286156	-0,0177599	4
05.05.2015	0,0282661	0,1296187	0,0322983	0,0306363	0,0426895	-0,2201758	0,1029795	0,0013585	0,0010473	0,0248365	0,0096990	-0,2372211	0,0506295	0,0381922	0,0368477	-0,0213213	0,0183722	0,1604203	0,0052868	-0,0942792	-0,0160511	0,0623947	-0,0054585	-0,0015711	0,1296187	-0,0127839	0,0080048	7
12.05.2015	-0,0046368	-0,4121418	-0,0130944	-0,0056253	0,0550930	0,4279813	-0,0053743	0,1007521	-0,0004091	0,0072988	0,0057943	-0,0271784	-0,0473458	-0,0131672	-0,0337874	0,0273651	-0,0151213	-0,0420260	-0,0158444	0,0330683	0,0356930	0,0379368	-0,1351400	0,0410756	-0,4121418	0,0853999	0,0040027	3
19.05.2015	-0,0432350	0,6361006	-0,0337660	-0,0411784	0,0512844	0,4186490	-0,0342423	0,1096395	-0,0104981	-0,0429021	-0,0345113	0,1558968	0,1567151	-0,0539822	-0,3226373	0,2368610	-0,1444895	-0,0599600	-0,0991256	-0,4273865	-0,1662998	0,0558560	-0,1285014	-0,0961071	0,6361006	-0,1348911	-0,0610383	3
26.05.2015	0,0090871	-0,2331656	0,0065874	0,0111143	-0,0425289	-0,2836136	0,0399193	-0,0914893	0,0224278	-0,0328555	-0,0142924	0,3345018	0,1945317	0,0348495	0,1729157	-0,0205060	0,0838763	-0,0261739	-0,0318221	0,1201155	-0,0629018	-0,1473561	0,1550772	0,0115938	-0,2331656	0,0361124	-0,0088325	3
02.06.2015	0,0107844	-0,2490687	0,0135844	0,0173456	0,0094876	0,3941870	-0,0811442	0,0710923	0,0323903	0,0520742	0,0380981	-0,1522190	0,0793101	0,0024995	-0,1373648	0,0434961	-0,0621256	0,1397269	-0,0444571	-0,2890854	-0,1390953	-0,0481694	0,0890197	-0,0345296	-0,2490687	-0,0186237	-0,0483816	3
09.06.2015	0,0034592	0,0562249	0,0033827	0,0028242	0,1019594	0,7341003	-0,1240084	0,2337245	-0,0054927	-0,0547948	-0,0156713	0,6454664	-0,1762504	-0,0731562	-0,5520468	0,1545845	-0,2249785	0,0370159	0,0265508	-0,2646121	-0,0388287	0,0634004	0,0701018	0,0070768	0,0562249	0,0042886	0,0095809	-1
16.06.2015	-0,0072868	0,0454037	-0,0085428	-0,0091433	-0,0042300	-0,2021163	0,1358005	-0,0622073	-0,0138266	0,0219205	-0,0001851	-0,2147671	0,0261051	-0,0299873	0,4172594	-0,1476797	0,0277130	0,0116203	0,0356768	-0,2339340	0,0557211	0,1464161	-0,0663615	0,0085257	0,0454037	0,0063254	0,0104914	3
23.06.2015	-0,0144670	-0,3598631	-0,0183902	-0,0143793	0,0249919	-0,0299264	0,0522919	0,0113023	0,0074520	0,0233685	0,0124705	-0,1252051	0,0432216	-0,0305747	0,1209261	-0,0680855	0,0128382	-0,0701572	-0,0462210	-0,0092099	-0,0533369	-0,0625697	-0,0234098	0,0048199	-0,3598631	0,0274234	-0,0152906	0
30.06.2015	-0,1031730	0,0715241	-0,1156295	-0,1170572	-0,0023618	0,7977596	-0,3690261	0,1889558	-0,0428407	-0,0065019	0,0111922	0,2726879	-0,5882511	-0,1194853	-1,2792470	0,4709425	-0,3583533	-0,2604349	-0,1686036	-2,4278195	-0,3268568	0,1377517	-0,2678533	0,0256742	0,0715241	0,0239036	0,0273178	-24
07.07.2015	0,0120102	0,5860886	0,0155906	0,0103090	0,0368070	0,1624828	-0,1272841	0,0822447	0,0155275	0,0042451	0,0103539	0,0808298	0,0148887	-0,0308875	1,4164165	0,1214189	-0,1456270	-0,1483692	0,1088124	0,2343713	0,1324495	0,1607349	0,0147229	0,0039861	0,5860886	-0,0195386	0,0257517	-20
14.07.2015	0,0338535	-1,0658800	0,0242144	0,0400579	0,0520490	-0,0172275	0,1725340	0,0251453	-0,0120658	-0,0340617	-0,0272619	0,0456262	0,1729808	0,0241586	-0,0985458	0,0082278	0,0705016	-0,0119316	0,0533998	0,0292940	0,0481828	0,0426083	0,0759690	0,0489471	-1,0658800	0,1218308	-0,0155088	-22
21.07.2015	0,0052336	1,9671642	0,0063155	0,0081207	-0,0194196	-0,0514036	0,0272041	-0,0313272	-0,0217422	-0,0417865	-0,0367116	0,0135420	0,1535184	0,0071659	-0,4316680	-0,0759120	0,0988108	0,0668432	0,0268111	-0,7005186	0,1464832	-0,1002968	0,0907509	-0,0113781	1,9671642	-0,0037820	-0,0190331	-2
28.07.2015	-0,0351203	-5,1408451	-0,0158100	-0,0296970	-0,0225919	-0,1312203	0,1236400	-0,0621961	-0,0357410	-0,0025055	-0,0266202	-0,2523753	0,1112832	-0,0328689	-0,7163801	-0,1622418	-0,0214768	0,2547585	-0,0602260	-0,8365286	-0,0032988	-0,0841080	-0,0945414	-0,1404832	-5,1408451	-0,1976624	-0,0819657	0
04.08.2015	0,0634209	0,3272595	0,0571681	0,0540449	0,0403837	-0,1522766	0,2409111	-0,0246874	0,0020541	0,0108739	0,0048966	-0,0697644	0,0291626	0,0660182	-3,8604742	-0,0535196	0,2267785	0,0178078	0,0895657	-7,2925599	0,1138852	-0,0143194	0,1904369	0,1390875	0,3272595	0,1279823	0,1490202	0
11.08.2015	0,0070432	0,1096467	0,0147119	0,0133295	-0,0262540	0,0061107	-0,0492667	-0,0167528	0,0305714	0,0288949	0,0175476	-0,1364736	0,2918012	0,0081866	-0,1176630	0,0281603	0,0031257	-0,0123957	0,0219131	-0,6811623	-0,0545607	0,0146824	0,1181408	-0,0556856	0,1096467	-0,0671666	-0,0456047	0
18.08.2015	-0,0180901	0,5047839	-0,0134267	-0,0216896	-0,0166370	0,0380034	-0,0577515	-0,0002234	-0,0076138	0,0240686	0,0194810	-0,0547132	-0,2122581	-0,0288543	-0,6549122	0,0211306	-0,0809557	-0,0112602	0,0037716	-2,9805154	-0,0360472	0,0661952	-0,0163378	-0,0235374	0,5047839	-0,0671790	0,0139165	0
25.08.2015	-0,1035356	0,0772857	-0,1131715	-0,1178425	-0,1076100	-0,0639934	-0,1437650	-0,0940070	-0,0064318	0,0229358	0,0265358	0,0896095	-0,4213759	-0,0724020	0,3953592	-0,0682492	-0,0419624	-0,1305390	-0,1969363	1,6461441	-0,2143498	-0,0943462	-0,2855731	0,0123875	0,0772857	0,0037396	0,0192157	0
01.09.2015	-0,0125843	-0,4594485	-0,0182462	-0,0050319	-0,0257633	-0,2325730	0,1616379	-0,0923994	-0,0123600	0,0010408	0,0030352	0,0358400	-0,3627035	-0,0298673	3,3188359	-0,1604871	0,1268454	-0,0986311	0,0667666	0,2513792	0,0502994	0,0881947	0,0562667	-0,0197736	-0,4594485	0,0431075	-0,0686689	0
08.09.2015	-0,0060663	0,3015813	-0,0073756	-0,0124029	-0,0758227	-0,2968714	0,0565065	-0,1360466	0,0145739	0,0140997	0,0092610	-0,0676552	0,3237091	0,0311363	0,7412440	-0,1130028	0,1573779	-0,0334881	-0,0059795	-0,2217750	0,0327225	-0,0224322	-0,0245730	0,0264464	0,3015813	0,0060552	0,0442052	1
15.09.2015	0,0355498	-0,1355221	0,0372494	0,0409544	0,0483504	0,1132022	0,0225128	0,0627300	0,0083085	0,0006803	-0,0086959	-0,1708085	0,6287752	0,0506657	-0,1672514	0,1310331	-0,0110058	0,1053018	0,0109485	0,5032020	-0,0331236	0,0594072	-0,0051698	0,0064159	-0,1355221	0,0200255	-0,0050037	0
22.09.2015	-0,0073633	0,0732809	-0,0081941	-0,0096451	-0,0101455	0,0861652	-0,0519198	0,0122238	-0,0154982	-0,0164988	-0,0191343	-0,0741259	0,0735256	-0,0041064	-0,1269756	0,0433571	-0,0249388	-0,0230887	-0,0018799	-0,1019990	0,0293985	-0,0027677	-0,0344243	0,0058343	0,0732809	0,0003535	0,0105490	0
